UserID,ItemID, Rating,DrivingStyle,landscape,mood,naturalphenomena ,RoadType,sleepiness,trafficConditions,weather
1002,716,1,,,,,serpentine,,,
1002,745,5,,,,,highway,,,
1002,714,1,,,,,highway,,,
1002,295,4,,,,,highway,,,
1002,737,1,,,,,highway,,,
1002,275,2,,,,,highway,,,
1002,273,2,,,,,city,,,
1002,676,2,,,,,city,,,
1002,251,3,,,,,city,,,
1002,683,4,,,,,city,,,
1002,737,1,,,,,city,,,
1002,730,3,,,,night,,,,
1002,716,2,,,,night,,,,
1002,727,2,,,,night,,,,
1002,714,3,,,,morning,,,,
1002,250,2,,,,day time,,,,
1002,279,1,,,,day time,,,,
1002,760,4,,,,day time,,,,
1002,748,1,,,,afternoon,,,,
1002,702,3,,,,afternoon,,,,
1002,676,1,,,,afternoon,,,,
1002,748,1,,,sad,,,,,
1002,744,1,,,sad,,,,,
1002,760,5,,,sad,,,,,
1002,279,1,,,lazy,,,,,
1002,744,2,,,lazy,,,,,
1002,273,1,,,happy,,,,,
1002,676,1,,,happy,,,,,
1002,716,1,,,active,,,,,
1002,263,5,,,active,,,,,
1002,715,4,,urban,,,,,,
1002,751,2,,urban,,,,,,
1002,273,1,,mountains,,,,,,
1002,743,2,,mountains,,,,,,
1002,256,1,,country side,,,,,,
1002,748,1,,country side,,,,,,
1002,719,1,,country side,,,,,,
1002,737,1,,country side,,,,,,
1002,726,3,,country side,,,,,,
1002,690,1,,country side,,,,,,
1002,744,1,,country side,,,,,,
1002,732,1,,coast line,,,,,,
1002,251,3,,coast line,,,,,,
1002,743,1,,coast line,,,,,,
1002,263,5,,coast line,,,,,,
1002,745,4,sport driving,,,,,,,
1002,719,1,sport driving,,,,,,,
1002,683,4,sport driving,,,,,,,
1002,727,1,sport driving,,,,,,,
1002,743,1,sport driving,,,,,,,
1002,275,1,sport driving,,,,,,,
1002,726,4,sport driving,,,,,,,
1002,690,1,sport driving,,,,,,,
1002,760,5,sport driving,,,,,,,
1002,730,1,sport driving,,,,,,,
1002,762,1,relaxed driving,,,,,,,
1002,690,1,relaxed driving,,,,,,,
1002,714,1,,,,,,,,
1002,256,1,,,,,,,,
1002,748,1,,,,,,,,
1002,719,1,,,,,,,,
1002,715,4,,,,,,,,
1002,745,3,,,,,,,,
1002,762,3,,,,,,,,
1002,279,1,,,,,,,,
1002,273,1,,,,,,,,
1002,250,1,,,,,,,,
1002,718,1,,,,,,,,
1002,251,2,,,,,,,,
1002,743,1,,,,,,,,
1002,275,2,,,,,,,,
1002,744,2,,,,,,,,
1002,751,2,,,,,,,,
1002,760,4,,,,,,,,
1002,730,2,,,,,,,,
1002,690,1,,,,,,,,
1002,263,4,,,,,,,,
1002,727,1,,,,,,,,
1002,716,1,,,,,,,,
1002,683,4,,,,,,,,
1002,737,1,,,,,,,,
1002,732,1,,,,,,,,
1002,757,1,,,,,,,,
1002,702,3,,,,,,,,
1002,676,2,,,,,,,,
1002,726,3,,,,,,,,
1002,295,4,,,,,,,,
1003,736,1,,,,,,,,sunny
1003,269,1,,,,,,,,snowing
1003,757,3,,,,,,,,rainy
1003,296,2,,,,,,,,cloudy
1003,711,1,,,,,,,lots of cars,
1003,269,2,,,,,,,lots of cars,
1003,757,3,,,,,,,lots of cars,
1003,741,1,,,,,,,lots of cars,
1003,759,1,,,,,,,free road,
1003,762,2,,,,,,,free road,
1003,257,1,,,,,,sleepy,,
1003,257,2,,,,,,awake,,
1003,739,2,,,,,serpentine,,,
1003,257,1,,,,,highway,,,
1003,296,2,,,,,highway,,,
1003,736,1,,,,,city,,,
1003,757,2,,,,,city,,,
1003,271,2,,,,night,,,,
1003,739,2,,,,night,,,,
1003,296,2,,,,morning,,,,
1003,271,3,,,,morning,,,,
1003,676,3,,,,morning,,,,
1003,759,2,,,,afternoon,,,,
1003,676,2,,,sad,,,,,
1003,741,2,,,sad,,,,,
1003,759,1,,,lazy,,,,,
1003,736,1,,,active,,,,,
1003,271,1,,mountains,,,,,,
1003,762,1,,mountains,,,,,,
1003,711,1,,country side,,,,,,
1003,739,1,,coast line,,,,,,
1003,711,1,sport driving,,,,,,,
1003,269,2,sport driving,,,,,,,
1003,762,1,relaxed driving,,,,,,,
1003,676,2,relaxed driving,,,,,,,
1003,741,1,relaxed driving,,,,,,,
1003,711,1,,,,,,,,
1003,757,3,,,,,,,,
1003,269,2,,,,,,,,
1003,759,2,,,,,,,,
1003,762,2,,,,,,,,
1003,741,1,,,,,,,,
1003,676,3,,,,,,,,
1003,296,2,,,,,,,,
1003,736,2,,,,,,,,
1003,257,2,,,,,,,,
1003,271,2,,,,,,,,
1003,739,2,,,,,,,,
1004,266,5,,,,,,,,sunny
1004,741,1,,,,,,,,rainy
1004,741,1,,,,,,,,cloudy
1004,741,1,,,,,,,traffic jam,
1004,266,4,,,,,,awake,,
1004,256,1,,,,,,awake,,
1004,735,1,,,,day time,,,,
1004,701,1,,,sad,,,,,
1004,256,1,,,lazy,,,,,
1004,701,3,,,happy,,,,,
1004,256,1,,,active,,,,,
1004,735,2,,,active,,,,,
1004,701,3,,urban,,,,,,
1004,735,1,relaxed driving,,,,,,,
1004,266,3,relaxed driving,,,,,,,
1004,256,1,,,,,,,,
1004,266,4,,,,,,,,
1004,741,1,,,,,,,,
1004,735,2,,,,,,,,
1004,701,3,,,,,,,,
1005,747,2,,,,,,,,sunny
1005,269,2,,,,,,,,snowing
1005,747,1,,,,,,,,snowing
1005,273,3,,,,,,,,rainy
1005,732,3,,,,,,,,cloudy
1005,748,2,,,,,,,,cloudy
1005,279,2,,,,,,,,cloudy
1005,264,1,,,,,,,,cloudy
1005,700,1,,,,,,,traffic jam,
1005,721,1,,,,,,,traffic jam,
1005,279,1,,,,,,,lots of cars,
1005,708,1,,,,,,,lots of cars,
1005,758,2,,,,,,,lots of cars,
1005,250,1,,,,,,,free road,
1005,263,5,,,,,,,free road,
1005,269,2,,,,,,,free road,
1005,279,2,,,,,,,free road,
1005,676,4,,,,,,,free road,
1005,708,5,,,,,,sleepy,,
1005,273,4,,,,,,sleepy,,
1005,251,1,,,,,,sleepy,,
1005,250,3,,,,,,awake,,
1005,700,1,,,,,serpentine,,,
1005,687,2,,,,,serpentine,,,
1005,287,5,,,,,serpentine,,,
1005,262,4,,,,,serpentine,,,
1005,732,3,,,,,highway,,,
1005,700,3,,,,,highway,,,
1005,264,4,,,,,highway,,,
1005,262,1,,,,,city,,,
1005,708,5,,,,night,,,,
1005,262,2,,,,night,,,,
1005,250,1,,,,morning,,,,
1005,748,3,,,,day time,,,,
1005,687,2,,,,afternoon,,,,
1005,287,5,,,,afternoon,,,,
1005,264,2,,,,afternoon,,,,
1005,287,5,,,sad,,,,,
1005,748,4,,,sad,,,,,
1005,707,3,,,lazy,,,,,
1005,758,4,,,lazy,,,,,
1005,263,5,,,happy,,,,,
1005,737,2,,,happy,,,,,
1005,677,3,,,active,,,,,
1005,732,4,,,active,,,,,
1005,721,2,,,active,,,,,
1005,677,2,,urban,,,,,,
1005,707,2,,urban,,,,,,
1005,747,1,,urban,,,,,,
1005,721,3,,urban,,,,,,
1005,269,1,,mountains,,,,,,
1005,758,3,,mountains,,,,,,
1005,251,1,,mountains,,,,,,
1005,251,1,,coast line,,,,,,
1005,737,3,,coast line,,,,,,
1005,707,4,sport driving,,,,,,,
1005,676,4,sport driving,,,,,,,
1005,677,4,relaxed driving,,,,,,,
1005,263,4,relaxed driving,,,,,,,
1005,273,2,relaxed driving,,,,,,,
1005,687,2,relaxed driving,,,,,,,
1005,676,3,relaxed driving,,,,,,,
1005,737,2,relaxed driving,,,,,,,
1005,732,3,,,,,,,,
1005,273,3,,,,,,,,
1005,269,3,,,,,,,,
1005,687,3,,,,,,,,
1005,748,4,,,,,,,,
1005,707,4,,,,,,,,
1005,287,5,,,,,,,,
1005,700,0,,,,,,,,
1005,279,2,,,,,,,,
1005,708,5,,,,,,,,
1005,677,5,,,,,,,,
1005,263,5,,,,,,,,
1005,250,1,,,,,,,,
1005,758,4,,,,,,,,
1005,676,4,,,,,,,,
1005,251,1,,,,,,,,
1005,737,3,,,,,,,,
1005,264,3,,,,,,,,
1005,747,2,,,,,,,,
1005,262,2,,,,,,,,
1005,721,3,,,,,,,,
1006,679,3,,,,,,,,sunny
1006,270,2,,,,,,,,sunny
1006,282,1,,,,,,,,sunny
1006,678,1,,,,,,,,sunny
1006,701,3,,,,,,,,snowing
1006,736,4,,,,,,,,snowing
1006,286,2,,,,,,,,snowing
1006,696,2,,,,,,,,snowing
1006,743,2,,,,,,,,snowing
1006,271,1,,,,,,,,snowing
1006,261,1,,,,,,,,snowing
1006,272,1,,,,,,,,snowing
1006,250,3,,,,,,,,snowing
1006,699,1,,,,,,,,snowing
1006,697,2,,,,,,,,snowing
1006,253,3,,,,,,,,snowing
1006,727,1,,,,,,,,snowing
1006,714,3,,,,,,,,snowing
1006,276,2,,,,,,,,snowing
1006,256,4,,,,,,,,rainy
1006,268,2,,,,,,,,rainy
1006,691,3,,,,,,,,rainy
1006,251,1,,,,,,,,rainy
1006,260,3,,,,,,,,rainy
1006,267,3,,,,,,,,rainy
1006,256,4,,,,,,,,cloudy
1006,264,4,,,,,,,,cloudy
1006,758,1,,,,,,,,cloudy
1006,708,3,,,,,,,,cloudy
1006,681,3,,,,,,,,cloudy
1006,689,4,,,,,,,,cloudy
1006,272,1,,,,,,,,cloudy
1006,709,2,,,,,,,,cloudy
1006,295,3,,,,,,,,cloudy
1006,251,1,,,,,,,,cloudy
1006,727,1,,,,,,,,cloudy
1006,678,1,,,,,,,,cloudy
1006,693,1,,,,,,,,cloudy
1006,285,1,,,,,,,,cloudy
1006,714,2,,,,,,,,cloudy
1006,252,3,,,,,,,,cloudy
1006,716,1,,,,,,,traffic jam,
1006,754,5,,,,,,,traffic jam,
1006,711,1,,,,,,,traffic jam,
1006,735,2,,,,,,,traffic jam,
1006,725,4,,,,,,,traffic jam,
1006,694,1,,,,,,,traffic jam,
1006,689,2,,,,,,,traffic jam,
1006,719,3,,,,,,,traffic jam,
1006,253,2,,,,,,,traffic jam,
1006,682,1,,,,,,,traffic jam,
1006,280,1,,,,,,,traffic jam,
1006,260,3,,,,,,,traffic jam,
1006,683,2,,,,,,,traffic jam,
1006,680,3,,,,,,,lots of cars,
1006,734,1,,,,,,,lots of cars,
1006,729,1,,,,,,,lots of cars,
1006,696,4,,,,,,,lots of cars,
1006,287,1,,,,,,,lots of cars,
1006,694,1,,,,,,,lots of cars,
1006,249,4,,,,,,,lots of cars,
1006,692,1,,,,,,,lots of cars,
1006,699,1,,,,,,,lots of cars,
1006,251,1,,,,,,,lots of cars,
1006,723,1,,,,,,,lots of cars,
1006,267,2,,,,,,,lots of cars,
1006,686,4,,,,,,,lots of cars,
1006,675,2,,,,,,,lots of cars,
1006,754,4,,,,,,,free road,
1006,266,5,,,,,,,free road,
1006,248,4,,,,,,,free road,
1006,297,2,,,,,,,free road,
1006,760,4,,,,,,,free road,
1006,752,1,,,,,,,free road,
1006,272,1,,,,,,,free road,
1006,728,1,,,,,,,free road,
1006,683,5,,,,,,,free road,
1006,268,1,,,,,,sleepy,,
1006,254,1,,,,,,sleepy,,
1006,269,2,,,,,,sleepy,,
1006,715,1,,,,,,sleepy,,
1006,248,2,,,,,,sleepy,,
1006,745,4,,,,,,sleepy,,
1006,252,4,,,,,,sleepy,,
1006,264,5,,,,,,awake,,
1006,269,4,,,,,,awake,,
1006,741,3,,,,,,awake,,
1006,756,1,,,,,,awake,,
1006,271,1,,,,,,awake,,
1006,278,1,,,,,,awake,,
1006,297,3,,,,,,awake,,
1006,691,2,,,,,,awake,,
1006,293,4,,,,,,awake,,
1006,279,1,,,,,,awake,,
1006,282,1,,,,,,awake,,
1006,273,5,,,,,serpentine,,,
1006,674,2,,,,,serpentine,,,
1006,729,1,,,,,serpentine,,,
1006,735,2,,,,,serpentine,,,
1006,287,1,,,,,serpentine,,,
1006,710,1,,,,,serpentine,,,
1006,703,4,,,,,serpentine,,,
1006,752,1,,,,,serpentine,,,
1006,761,1,,,,,serpentine,,,
1006,712,2,,,,,serpentine,,,
1006,709,1,,,,,serpentine,,,
1006,714,1,,,,,serpentine,,,
1006,282,1,,,,,serpentine,,,
1006,693,1,,,,,serpentine,,,
1006,273,5,,,,,highway,,,
1006,748,1,,,,,highway,,,
1006,681,3,,,,,highway,,,
1006,743,2,,,,,highway,,,
1006,754,4,,,,,highway,,,
1006,263,4,,,,,highway,,,
1006,718,1,,,,,highway,,,
1006,250,4,,,,,highway,,,
1006,732,2,,,,,highway,,,
1006,277,4,,,,,highway,,,
1006,280,2,,,,,highway,,,
1006,676,4,,,,,highway,,,
1006,276,1,,,,,highway,,,
1006,273,4,,,,,city,,,
1006,758,1,,,,,city,,,
1006,708,2,,,,,city,,,
1006,734,1,,,,,city,,,
1006,736,3,,,,,city,,,
1006,759,4,,,,,city,,,
1006,695,4,,,,,city,,,
1006,743,2,,,,,city,,,
1006,756,1,,,,,city,,,
1006,263,3,,,,,city,,,
1006,748,1,,,,,city,,,
1006,753,3,,,,,city,,,
1006,270,4,,,,,city,,,
1006,296,3,,,,,city,,,
1006,717,1,,,,,city,,,
1006,278,1,,,,,city,,,
1006,287,2,,,,,city,,,
1006,297,3,,,,,city,,,
1006,261,3,,,,,city,,,
1006,691,2,,,,,city,,,
1006,761,1,,,,,city,,,
1006,730,2,,,,,city,,,
1006,687,3,,,,,city,,,
1006,728,1,,,,,city,,,
1006,294,2,,,,,city,,,
1006,280,1,,,,,city,,,
1006,678,1,,,,,city,,,
1006,753,4,,,,night,,,,
1006,715,3,,,,night,,,,
1006,278,3,,,,night,,,,
1006,723,1,,,,night,,,,
1006,264,5,,,,morning,,,,
1006,291,3,,,,morning,,,,
1006,674,2,,,,morning,,,,
1006,681,3,,,,morning,,,,
1006,694,1,,,,morning,,,,
1006,712,3,,,,morning,,,,
1006,295,4,,,,morning,,,,
1006,757,1,,,,morning,,,,
1006,675,3,,,,morning,,,,
1006,256,2,,,,day time,,,,
1006,268,2,,,,day time,,,,
1006,758,1,,,,day time,,,,
1006,254,2,,,,day time,,,,
1006,695,3,,,,day time,,,,
1006,732,2,,,,day time,,,,
1006,705,1,,,,day time,,,,
1006,723,1,,,,day time,,,,
1006,693,1,,,,day time,,,,
1006,291,4,,,,afternoon,,,,
1006,286,4,,,,afternoon,,,,
1006,269,4,,,,afternoon,,,,
1006,740,1,,,,afternoon,,,,
1006,266,4,,,,afternoon,,,,
1006,719,4,,,,afternoon,,,,
1006,752,1,,,,afternoon,,,,
1006,739,3,,,,afternoon,,,,
1006,296,2,,,sad,,,,,
1006,710,1,,,sad,,,,,
1006,717,1,,,sad,,,,,
1006,293,2,,,sad,,,,,
1006,724,1,,,sad,,,,,
1006,294,1,,,sad,,,,,
1006,252,2,,,sad,,,,,
1006,741,4,,,lazy,,,,,
1006,696,4,,,lazy,,,,,
1006,735,4,,,lazy,,,,,
1006,740,1,,,lazy,,,,,
1006,715,1,,,lazy,,,,,
1006,703,2,,,lazy,,,,,
1006,248,5,,,lazy,,,,,
1006,760,2,,,lazy,,,,,
1006,705,1,,,lazy,,,,,
1006,279,1,,,lazy,,,,,
1006,697,2,,,lazy,,,,,
1006,748,1,,,happy,,,,,
1006,733,1,,,happy,,,,,
1006,293,4,,,happy,,,,,
1006,692,1,,,happy,,,,,
1006,682,1,,,happy,,,,,
1006,285,1,,,happy,,,,,
1006,733,1,,,active,,,,,
1006,679,4,,,active,,,,,
1006,710,2,,,active,,,,,
1006,271,1,,,active,,,,,
1006,249,2,,,active,,,,,
1006,718,1,,,active,,,,,
1006,250,2,,,active,,,,,
1006,728,1,,,active,,,,,
1006,277,2,,,active,,,,,
1006,253,3,,,active,,,,,
1006,704,1,,,active,,,,,
1006,739,2,,,active,,,,,
1006,259,1,,,active,,,,,
1006,254,2,,urban,,,,,,
1006,734,1,,urban,,,,,,
1006,736,3,,urban,,,,,,
1006,695,4,,urban,,,,,,
1006,674,3,,urban,,,,,,
1006,712,2,,urban,,,,,,
1006,279,1,,urban,,,,,,
1006,732,3,,urban,,,,,,
1006,686,2,,urban,,,,,,
1006,729,1,,mountains,,,,,,
1006,286,4,,mountains,,,,,,
1006,711,2,,mountains,,,,,,
1006,266,4,,mountains,,,,,,
1006,261,4,,mountains,,,,,,
1006,761,1,,mountains,,,,,,
1006,699,1,,mountains,,,,,,
1006,277,2,,mountains,,,,,,
1006,687,2,,mountains,,,,,,
1006,697,3,,mountains,,,,,,
1006,262,2,,mountains,,,,,,
1006,757,1,,mountains,,,,,,
1006,267,3,,mountains,,,,,,
1006,745,3,,mountains,,,,,,
1006,759,2,,country side,,,,,,
1006,753,4,,country side,,,,,,
1006,249,4,,country side,,,,,,
1006,724,2,,country side,,,,,,
1006,262,3,,country side,,,,,,
1006,260,2,,country side,,,,,,
1006,686,3,,country side,,,,,,
1006,259,2,,country side,,,,,,
1006,276,1,,country side,,,,,,
1006,680,3,,coast line,,,,,,
1006,711,2,,coast line,,,,,,
1006,270,2,,coast line,,,,,,
1006,725,2,,coast line,,,,,,
1006,718,1,,coast line,,,,,,
1006,692,2,,coast line,,,,,,
1006,709,3,,coast line,,,,,,
1006,745,2,,coast line,,,,,,
1006,704,1,,coast line,,,,,,
1006,676,2,,coast line,,,,,,
1006,683,3,,coast line,,,,,,
1006,741,4,sport driving,,,,,,,
1006,680,0,sport driving,,,,,,,
1006,716,1,sport driving,,,,,,,
1006,701,2,sport driving,,,,,,,
1006,756,1,sport driving,,,,,,,
1006,725,3,sport driving,,,,,,,
1006,740,1,sport driving,,,,,,,
1006,296,1,sport driving,,,,,,,
1006,703,3,sport driving,,,,,,,
1006,263,4,sport driving,,,,,,,
1006,689,4,sport driving,,,,,,,
1006,717,3,sport driving,,,,,,,
1006,760,4,sport driving,,,,,,,
1006,719,3,sport driving,,,,,,,
1006,730,1,sport driving,,,,,,,
1006,687,4,sport driving,,,,,,,
1006,262,2,sport driving,,,,,,,
1006,682,1,sport driving,,,,,,,
1006,295,2,sport driving,,,,,,,
1006,757,1,sport driving,,,,,,,
1006,294,1,sport driving,,,,,,,
1006,676,4,sport driving,,,,,,,
1006,291,5,relaxed driving,,,,,,,
1006,708,4,relaxed driving,,,,,,,
1006,716,2,relaxed driving,,,,,,,
1006,701,2,relaxed driving,,,,,,,
1006,679,4,relaxed driving,,,,,,,
1006,759,2,relaxed driving,,,,,,,
1006,733,2,relaxed driving,,,,,,,
1006,730,3,relaxed driving,,,,,,,
1006,724,1,relaxed driving,,,,,,,
1006,705,1,relaxed driving,,,,,,,
1006,727,1,relaxed driving,,,,,,,
1006,739,4,relaxed driving,,,,,,,
1006,259,1,relaxed driving,,,,,,,
1006,285,2,relaxed driving,,,,,,,
1006,704,1,relaxed driving,,,,,,,
1006,675,4,relaxed driving,,,,,,,
1006,269,4,,,,,,,,
1006,679,2,,,,,,,,
1006,256,3,,,,,,,,
1006,264,4,,,,,,,,
1006,680,3,,,,,,,,
1006,268,2,,,,,,,,
1006,291,4,,,,,,,,
1006,758,1,,,,,,,,
1006,708,3,,,,,,,,
1006,254,2,,,,,,,,
1006,734,1,,,,,,,,
1006,716,2,,,,,,,,
1006,759,3,,,,,,,,
1006,741,3,,,,,,,,
1006,695,3,,,,,,,,
1006,681,3,,,,,,,,
1006,743,2,,,,,,,,
1006,273,4,,,,,,,,
1006,733,2,,,,,,,,
1006,729,2,,,,,,,,
1006,736,3,,,,,,,,
1006,263,4,,,,,,,,
1006,748,1,,,,,,,,
1006,286,3,,,,,,,,
1006,701,3,,,,,,,,
1006,696,4,,,,,,,,
1006,754,4,,,,,,,,
1006,711,2,,,,,,,,
1006,753,4,,,,,,,,
1006,735,3,,,,,,,,
1006,270,4,,,,,,,,
1006,725,2,,,,,,,,
1006,740,1,,,,,,,,
1006,296,2,,,,,,,,
1006,715,2,,,,,,,,
1006,756,1,,,,,,,,
1006,266,4,,,,,,,,
1006,674,2,,,,,,,,
1006,271,1,,,,,,,,
1006,710,2,,,,,,,,
1006,689,4,,,,,,,,
1006,248,4,,,,,,,,
1006,717,2,,,,,,,,
1006,703,3,,,,,,,,
1006,287,2,,,,,,,,
1006,278,1,,,,,,,,
1006,694,1,,,,,,,,
1006,297,3,,,,,,,,
1006,261,4,,,,,,,,
1006,760,3,,,,,,,,
1006,249,4,,,,,,,,
1006,719,3,,,,,,,,
1006,691,2,,,,,,,,
1006,718,1,,,,,,,,
1006,752,1,,,,,,,,
1006,761,1,,,,,,,,
1006,272,1,,,,,,,,
1006,730,2,,,,,,,,
1006,293,3,,,,,,,,
1006,712,2,,,,,,,,
1006,692,1,,,,,,,,
1006,250,4,,,,,,,,
1006,699,1,,,,,,,,
1006,727,1,,,,,,,,
1006,697,1,,,,,,,,
1006,687,2,,,,,,,,
1006,253,3,,,,,,,,
1006,732,3,,,,,,,,
1006,682,1,,,,,,,,
1006,724,2,,,,,,,,
1006,277,3,,,,,,,,
1006,262,3,,,,,,,,
1006,728,1,,,,,,,,
1006,705,1,,,,,,,,
1006,709,2,,,,,,,,
1006,295,3,,,,,,,,
1006,723,1,,,,,,,,
1006,279,1,,,,,,,,
1006,251,1,,,,,,,,
1006,259,2,,,,,,,,
1006,704,1,,,,,,,,
1006,714,2,,,,,,,,
1006,294,2,,,,,,,,
1006,260,3,,,,,,,,
1006,693,1,,,,,,,,
1006,686,4,,,,,,,,
1006,757,1,,,,,,,,
1006,267,3,,,,,,,,
1006,280,2,,,,,,,,
1006,678,1,,,,,,,,
1006,745,4,,,,,,,,
1006,282,1,,,,,,,,
1006,285,2,,,,,,,,
1006,739,3,,,,,,,,
1006,276,1,,,,,,,,
1006,252,4,,,,,,,,
1006,675,2,,,,,,,,
1006,683,4,,,,,,,,
1006,676,2,,,,,,,,
1007,739,4,,,,,,,,sunny
1007,686,1,,,,,,,,rainy
1007,714,2,,,,,,,traffic jam,
1007,256,1,,,,,,,traffic jam,
1007,266,5,,,,,,,free road,
1007,266,4,,,,,,sleepy,,
1007,714,1,,,,,,sleepy,,
1007,256,1,,,,,,sleepy,,
1007,260,4,,,,,,awake,,
1007,256,1,,,,,highway,,,
1007,714,4,,,,,city,,,
1007,266,4,,,,night,,,,
1007,686,2,,,lazy,,,,,
1007,260,3,,,active,,,,,
1007,686,1,,urban,,,,,,
1007,739,2,,mountains,,,,,,
1007,260,4,,mountains,,,,,,
1007,739,3,,country side,,,,,,
1007,266,3,,,,,,,,
1007,714,3,,,,,,,,
1007,686,1,,,,,,,,
1007,260,5,,,,,,,,
1007,739,3,,,,,,,,
1007,256,1,,,,,,,,
1008,295,2,,,,,,,,sunny
1008,693,2,,,,,,,,sunny
1008,291,2,,,,,,,,rainy
1008,711,1,,,,,,,,rainy
1008,761,1,,,,,,,,rainy
1008,750,0,,,,,,,,cloudy
1008,684,1,,,,,,,,cloudy
1008,264,1,,,,,,,traffic jam,
1008,693,1,,,,,,,traffic jam,
1008,285,1,,,,,,,traffic jam,
1008,281,2,,,,,,,traffic jam,
1008,283,2,,,,,,,traffic jam,
1008,261,1,,,,,,,lots of cars,
1008,711,1,,,,,,,lots of cars,
1008,255,3,,,,,,,free road,
1008,750,1,,,,,,,free road,
1008,274,1,,,,,,,free road,
1008,689,5,,,,,,,free road,
1008,691,1,,,,,,,free road,
1008,727,2,,,,,,,free road,
1008,270,1,,,,,,sleepy,,
1008,255,0,,,,,,awake,,
1008,759,0,,,,,,awake,,
1008,264,2,,,,,,awake,,
1008,291,3,,,,,serpentine,,,
1008,273,1,,,,,highway,,,
1008,750,0,,,,,highway,,,
1008,281,4,,,,,highway,,,
1008,295,0,,,,,city,,,
1008,270,2,,,,,city,,,
1008,761,2,,,,night,,,,
1008,721,1,,,,night,,,,
1008,691,1,,,,morning,,,,
1008,283,4,,,,day time,,,,
1008,721,1,,,,day time,,,,
1008,739,1,,,,day time,,,,
1008,255,0,,,,afternoon,,,,
1008,264,2,,,,afternoon,,,,
1008,739,1,,,,afternoon,,,,
1008,701,1,,,sad,,,,,
1008,281,1,,,sad,,,,,
1008,295,1,,,lazy,,,,,
1008,273,2,,,happy,,,,,
1008,291,3,,,happy,,,,,
1008,261,3,,,happy,,,,,
1008,684,3,,,happy,,,,,
1008,746,4,,,happy,,,,,
1008,701,1,,,happy,,,,,
1008,273,0,,,active,,,,,
1008,727,1,,,active,,,,,
1008,285,1,,,active,,,,,
1008,691,1,,urban,,,,,,
1008,721,1,,urban,,,,,,
1008,695,1,,mountains,,,,,,
1008,746,3,,country side,,,,,,
1008,727,2,,country side,,,,,,
1008,689,4,,country side,,,,,,
1008,711,1,,country side,,,,,,
1008,274,1,,coast line,,,,,,
1008,746,4,,coast line,,,,,,
1008,695,1,,coast line,,,,,,
1008,701,1,,coast line,,,,,,
1008,759,2,sport driving,,,,,,,
1008,270,1,sport driving,,,,,,,
1008,693,1,sport driving,,,,,,,
1008,283,3,sport driving,,,,,,,
1008,684,1,sport driving,,,,,,,
1008,761,1,sport driving,,,,,,,
1008,285,1,sport driving,,,,,,,
1008,695,1,sport driving,,,,,,,
